player,season,team,league,pos_,age_,Playing Time_Min,primary_role,secondary_role,primary_role_similarity,secondary_role_similarity,role_confidence,role_ambiguity,primary_role_cluster,secondary_role_cluster,role_similar_player_1,role_similar_player_2,role_similar_player_3,role_similar_player_4,role_similar_player_5
Masaya Okugawa,2021,Arminia,GER-Bundesliga,MF,24.0,914,Ball Progressor,Defensive Anchor,31.1,29.7,1.4,98.6,1,0,Weston McKennie | Juventus | 2223 | 85.9,Carlo Boukhalfa | St. Pauli | 2425 | 83.9,Morten Thorsby | Genoa | 2324 | 83.0,Marshall Munetsi | Reims | 2425 | 82.5,André Ayew | Swansea City | 1718 | 81.4
Ritsu Doan,2021,Arminia,GER-Bundesliga,"MF,FW",22.0,2768,Ball Progressor,Creative Playmaker,41.6,20.7,20.9,79.1,1,2,Ayoze Pérez | Newcastle Utd | 1718 | 85.7,Anthony Gordon | Everton | 2122 | 85.6,Jacob Ramsey | Aston Villa | 2223 | 85.6,Diego López | Valencia | 2425 | 85.0,Demarai Gray | Everton | 2122 | 82.8
Carlos Gruezo,2021,Augsburg,GER-Bundesliga,MF,25.0,2084,Defensive Anchor,Box-to-Box Engine,35.7,24.1,11.6,88.4,0,3,Fede San Emeterio | Valladolid | 2021 | 87.1,Tomás Pina Isla | Alavés | 1718 | 86.4,Gerónimo Poblete | Metz | 1718 | 85.3,Sergio Álvarez | Eibar | 1920 | 84.8,Mamadou Fofana | Metz | 2021 | 83.3
Daniel Caligiuri,2021,Augsburg,GER-Bundesliga,"MF,FW",32.0,2665,Ball Progressor,Box-to-Box Engine,30.5,26.0,4.5,95.5,1,3,Nolito | Celta Vigo | 2021 | 80.1,Henrikh Mkhitaryan | Roma | 2122 | 76.7,Vladimír Darida | Hertha BSC | 1920 | 76.7,Dani Rodríguez | Mallorca | 2122 | 69.7,Pierrick Capelle | Angers | 1718 | 69.4
Rani Khedira,2021,Augsburg,GER-Bundesliga,MF,26.0,1818,Defensive Anchor,Ball Progressor,34.6,24.9,9.7,90.3,0,1,Fede San Emeterio | Valladolid | 1920 | 92.8,Joaquín Fernández | Valladolid | 1920 | 90.5,Rene Krhin | Nantes | 1718 | 90.5,Lucas Torró | Osasuna | 2324 | 88.5,Yan Brice Eteki | Granada | 2021 | 85.1
Ruben Vargas,2021,Augsburg,GER-Bundesliga,"MF,FW",21.0,1612,Ball Progressor,Creative Playmaker,35.2,24.3,10.9,89.1,1,2,Yeremi Pino | Villarreal | 2122 | 85.5,Emile Smith Rowe | Arsenal | 2122 | 85.1,Christian Pulisic | Chelsea | 2122 | 81.8,Ansgar Knauff | Eint Frankfurt | 2324 | 81.0,Óscar Rodríguez Arnaiz | Leganés | 1920 | 80.0
Tobias Strobl,2021,Augsburg,GER-Bundesliga,MF,30.0,1846,Defensive Anchor,Ball Progressor,38.5,24.0,14.5,85.5,0,1,Francesco Di Tacchio | Salernitana | 2122 | 89.7,Tomás Pina Isla | Alavés | 2021 | 89.3,Dani García | Athletic Club | 2122 | 88.5,Jonjo Shelvey | Newcastle Utd | 2122 | 88.5,Papakouli Diop | Eibar | 2021 | 88.1
Joshua Kimmich,2021,Bayern Munich,GER-Bundesliga,MF,25.0,2194,Box-to-Box Engine,Creative Playmaker,29.3,28.3,1.0,99.0,3,2,Pedri | Barcelona | 2425 | 89.4,Toni Kroos | Real Madrid | 1718 | 89.3,Bruno Guimarães | Lyon | 2122 | 87.3,Kevin Kampl | RB Leipzig | 1819 | 85.2,Rodri | Manchester City | 2324 | 84.6
Leon Goretzka,2021,Bayern Munich,GER-Bundesliga,MF,25.0,1705,Box-to-Box Engine,Defensive Anchor,30.7,23.7,7.0,93.0,3,0,Anton Stach | Mainz 05 | 2122 | 77.4,Florian Grillitsch | Hoffenheim | 2021 | 74.3,Rubén Rochina | Levante | 1819 | 70.2,Téji Savanier | Montpellier | 1920 | 69.9,N'Golo Kanté | Chelsea | 2122 | 67.8
Thomas Müller,2021,Bayern Munich,GER-Bundesliga,MF,30.0,2674,Creative Playmaker,Ball Progressor,35.3,24.5,10.8,89.2,2,1,Julian Brandt | Dortmund | 2223 | 88.9,Marco Reus | Dortmund | 2021 | 87.9,Gastón Ramírez | Sampdoria | 1718 | 87.8,Jonas Hofmann | Leverkusen | 2324 | 87.5,Pablo Sarabia | Sevilla | 1819 | 87.2
Axel Witsel,2021,Dortmund,GER-Bundesliga,MF,31.0,1130,Defensive Anchor,Box-to-Box Engine,33.6,28.5,5.1,94.9,0,3,Josuha Guilavogui | Wolfsburg | 2122 | 92.3,Sanjin Prcić | Strasbourg | 2223 | 90.6,Ivan Radovanović | Chievo | 1819 | 88.2,Francesco Magnanelli | Sassuolo | 1920 | 87.2,Adrien Silva | Sampdoria | 2122 | 87.1
Gio Reyna,2021,Dortmund,GER-Bundesliga,"MF,FW",17.0,1976,Creative Playmaker,Ball Progressor,34.0,29.5,4.5,95.5,2,1,Bryan Gil | Eibar | 2021 | 87.4,Dejan Kulusevski | Juventus | 2021 | 86.8,Moussa Diaby | Paris S-G | 1819 | 86.5,Harvey Barnes | Leicester City | 1920 | 86.4,Jeremy Doku | Rennes | 2021 | 86.2
Jude Bellingham,2021,Dortmund,GER-Bundesliga,MF,17.0,1697,Box-to-Box Engine,Defensive Anchor,29.2,26.7,2.5,97.5,3,0,Federico Valverde | Real Madrid | 1920 | 71.5,Pedri | Barcelona | 2021 | 69.6,Mikel Merino | Real Sociedad | 1819 | 67.1,João Neves | Paris S-G | 2425 | 65.8,Maxence Caqueret | Lyon | 2021 | 65.6
Mahmoud Dahoud,2021,Dortmund,GER-Bundesliga,MF,24.0,1258,Box-to-Box Engine,Defensive Anchor,36.3,25.8,10.5,89.5,3,0,Youssef Aït Bennasser | Monaco | 1819 | 87.3,Tanguy Ndombele | Tottenham | 1920 | 83.2,Mehdi Bourabia | Sassuolo | 1920 | 80.9,Ismaël Bennacer | Milan | 2122 | 79.1,Florian Grillitsch | Hoffenheim | 2021 | 77.6
Marco Reus,2021,Dortmund,GER-Bundesliga,"MF,FW",31.0,2279,Creative Playmaker,Ball Progressor,37.8,26.0,11.8,88.2,2,1,Thomas Müller | Bayern Munich | 2122 | 91.7,Andrej Kramarić | Hoffenheim | 2324 | 89.3,Vincenzo Grifo | Freiburg | 2324 | 87.9,Pablo Sarabia | Sevilla | 1819 | 87.0,Henrikh Mkhitaryan | Roma | 2021 | 86.9
Thomas Delaney,2021,Dortmund,GER-Bundesliga,MF,28.0,1286,Defensive Anchor,Box-to-Box Engine,37.6,24.4,13.2,86.8,0,3,Alberto Grassi | Empoli | 2223 | 90.3,Renato Tapia | Celta Vigo | 2223 | 89.3,Mario Lemina | Wolves | 2223 | 87.9,Guido Rodríguez | West Ham | 2425 | 87.5,Pathé Ciss | Rayo Vallecano | 2223 | 86.8
Amin Younes,2021,Eint Frankfurt,GER-Bundesliga,MF,26.0,1391,Creative Playmaker,Ball Progressor,36.5,25.8,10.7,89.3,2,1,Philipp Förster | Stuttgart | 2021 | 91.0,Bernard | Everton | 1920 | 90.2,David Costa | Lens | 2223 | 86.6,Josip Iličić | Atalanta | 2021 | 86.1,Franck Ribéry | Bayern Munich | 1819 | 85.4
Aymen Barkok,2021,Eint Frankfurt,GER-Bundesliga,"MF,DF",22.0,977,Creative Playmaker,Ball Progressor,33.7,25.4,8.3,91.7,2,1,Aleksandr Golovin | Monaco | 2021 | 90.2,Jamal Musiala | Bayern Munich | 2122 | 87.5,Arda Güler | Real Madrid | 2425 | 84.2,Dani Olmo | RB Leipzig | 2223 | 83.3,Harvey Elliott | Liverpool | 2324 | 82.8
Daichi Kamada,2021,Eint Frankfurt,GER-Bundesliga,MF,23.0,2356,Creative Playmaker,Ball Progressor,38.1,26.4,11.7,88.3,2,1,Julian Brandt | Dortmund | 2223 | 91.4,Lovro Majer | Wolfsburg | 2324 | 91.4,Mason Mount | Chelsea | 2122 | 89.7,Ludovic Blas | Rennes | 2425 | 89.5,Alex Baena | Villarreal | 2324 | 88.8
Djibril Sow,2021,Eint Frankfurt,GER-Bundesliga,MF,23.0,2175,Defensive Anchor,Box-to-Box Engine,38.0,27.2,10.8,89.2,0,3,Walace | Hannover 96 | 1819 | 89.8,Jerdy Schouten | Bologna | 2021 | 89.2,Yves Bissouma | Brighton | 2122 | 88.5,Max Meyer | Schalke 04 | 1718 | 88.2,Diadie Samassékou | Hoffenheim | 2021 | 87.7
Dominik Kohr,2021,Eint Frankfurt,GER-Bundesliga,"MF,DF",26.0,1268,Defensive Anchor,Box-to-Box Engine,29.3,27.7,1.6,98.4,0,3,,,Romain Saïss | Wolves | 1819 | 74.5,,Lucas Deaux | Guingamp | 1718 | 72.2
Sebastian Rode,2021,Eint Frankfurt,GER-Bundesliga,MF,29.0,1625,Box-to-Box Engine,Defensive Anchor,31.2,29.3,1.9,98.1,3,0,Milan Badelj | Lazio | 1819 | 83.7,Gastón Brugman | Parma | 2021 | 76.3,Ander Herrera | Manchester Utd | 1718 | 76.0,Lucas Leiva | Lazio | 1819 | 75.5,Valentin Rongier | Marseille | 2425 | 74.4
Stefan Ilsanker,2021,Eint Frankfurt,GER-Bundesliga,"MF,DF",31.0,1578,Defensive Anchor,Box-to-Box Engine,42.4,23.7,18.7,81.3,0,3,Pathé Ciss | Rayo Vallecano | 2324 | 95.6,Omar Mascarell | Mallorca | 2324 | 93.9,Albin Ekdal | Sampdoria | 2122 | 93.4,Gary Medel | Bologna | 1920 | 91.4,Cheikhou Kouyaté | Crystal Palace | 2122 | 91.1
Baptiste Santamaria,2021,Freiburg,GER-Bundesliga,MF,25.0,2209,Defensive Anchor,Box-to-Box Engine,41.0,23.5,17.5,82.5,0,3,Alberto Grassi | Cagliari | 2122 | 94.3,,Josuha Guilavogui | Wolfsburg | 1920 | 90.3,,Diadie Samassékou | Hoffenheim | 2021 | 90.2
Jonathan Schmid,2021,Freiburg,GER-Bundesliga,"MF,DF",30.0,2393,Ball Progressor,Box-to-Box Engine,33.1,25.0,8.1,91.9,1,3,Luis Rioja | Valencia | 2425 | 75.8,Daniel Wass | Celta Vigo | 1718 | 73.0,Javier Muñoz | Las Palmas | 2425 | 72.4,Roberto Pereyra | Udinese | 2021 | 70.3,Dani Rodríguez | Mallorca | 2324 | 70.3
Nicolas Höfler,2021,Freiburg,GER-Bundesliga,MF,30.0,2729,Defensive Anchor,Box-to-Box Engine,39.3,24.8,14.5,85.5,0,3,Fernando | Sevilla | 1920 | 91.2,Étienne Capoue | Watford | 1819 | 89.2,David Zurutuza | Real Sociedad | 1718 | 89.0,Simone Missiroli | SPAL | 1920 | 88.3,Tomás Rincón | Torino | 1718 | 88.1
Roland Sallai,2021,Freiburg,GER-Bundesliga,"MF,FW",23.0,1661,Ball Progressor,Creative Playmaker,32.2,26.6,5.6,94.4,1,2,Christian Pulisic | Chelsea | 2122 | 92.9,Justin Kluivert | Bournemouth | 2324 | 92.1,Hamed Junior Traorè | Auxerre | 2425 | 91.2,Zakaria Aboukhlal | Toulouse | 2425 | 89.8,Amine Gouiri | Rennes | 2425 | 88.1
Vincenzo Grifo,2021,Freiburg,GER-Bundesliga,"MF,FW",27.0,2313,Creative Playmaker,Ball Progressor,38.3,24.4,13.9,86.1,2,1,Andrej Kramarić | Hoffenheim | 2324 | 92.6,Lorenzo Pellegrini | Roma | 2122 | 89.7,Julian Brandt | Dortmund | 2223 | 88.6,Hakan Çalhanoğlu | Milan | 1920 | 87.4,Alassane Pléa | Gladbach | 2122 | 87.1
Christoph Kramer,2021,Gladbach,GER-Bundesliga,MF,29.0,2033,Defensive Anchor,Box-to-Box Engine,40.4,27.0,13.4,86.6,0,3,Gary Medel | Bologna | 1920 | 88.7,Dale Stephens | Brighton | 1920 | 88.3,Lucas Leiva | Lazio | 2122 | 87.3,Rubén Pérez | Leganés | 1819 | 87.2,Wesley Lautoa | Dijon | 1920 | 86.3
Denis Zakaria,2021,Gladbach,GER-Bundesliga,"MF,DF",23.0,1419,Defensive Anchor,Ball Progressor,42.3,22.4,19.9,80.1,0,1,Jessy Deminguet | Caen | 1819 | 89.6,Mehdi Abeid | Dijon | 1718 | 88.9,Saša Lukić | Fulham | 2223 | 86.5,Oghenekaro Etebo | Las Palmas | 1718 | 86.1,Mamadou Fofana | Metz | 2021 | 86.1
Florian Neuhaus,2021,Gladbach,GER-Bundesliga,MF,23.0,2622,Box-to-Box Engine,Defensive Anchor,37.6,23.4,14.2,85.8,3,0,Asier Illarramendi | Real Sociedad | 1718 | 87.6,Declan Rice | West Ham | 2122 | 84.3,Aurélien Tchouaméni | Monaco | 2122 | 81.7,Manuel Locatelli | Sassuolo | 2021 | 81.4,Cheick Doucouré | Lens | 2122 | 81.2
Hannes Wolf,2021,Gladbach,GER-Bundesliga,"MF,FW",21.0,1378,Ball Progressor,Creative Playmaker,39.5,21.8,17.7,82.3,1,2,Facundo Pellistri | Granada | 2324 | 88.0,Antonio Nusa | RB Leipzig | 2425 | 86.2,Yeremi Pino | Villarreal | 2122 | 85.2,Brais Méndez | Celta Vigo | 1718 | 84.6,Timothy Weah | Lille | 2122 | 84.5
Lars Stindl,2021,Gladbach,GER-Bundesliga,"MF,FW",31.0,1961,Creative Playmaker,Ball Progressor,29.5,27.0,2.5,97.5,2,1,Marco Reus | Dortmund | 1920 | 90.6,Mario Pašalić | Atalanta | 2122 | 90.1,Gaël Kakuta | Lens | 2021 | 89.3,Vincenzo Grifo | Freiburg | 2223 | 86.7,Andrej Kramarić | Hoffenheim | 2324 | 85.7
Arne Maier,2021,Hertha BSC,GER-Bundesliga,MF,21.0,1034,Creative Playmaker,Box-to-Box Engine,26.6,26.6,0.0,100.0,2,3,Giovani Lo Celso | Villarreal | 2223 | 70.8,,,Lazar Samardzic | Atalanta | 2425 | 64.5,Jonathan Viera | Las Palmas | 1718 | 62.8
Lucas Tousart,2021,Hertha BSC,GER-Bundesliga,MF,23.0,2090,Defensive Anchor,Box-to-Box Engine,42.1,22.3,19.8,80.2,0,3,Uroš Račić | Valencia | 2021 | 90.9,Marshall Munetsi | Reims | 2021 | 90.9,Robin Koch | Freiburg | 1819 | 90.6,Igor Zubeldia | Real Sociedad | 1819 | 86.2,Mamadou Loum | Alavés | 2122 | 86.0
Mattéo Guendouzi,2021,Hertha BSC,GER-Bundesliga,MF,21.0,1818,Box-to-Box Engine,Ball Progressor,30.0,26.6,3.4,96.6,3,1,Ivan Ilić | Hellas Verona | 2021 | 85.1,Ludovic Blas | Guingamp | 1718 | 80.2,Pape Matar Sarr | Tottenham | 2324 | 73.9,Arthur Melo | Barcelona | 1819 | 70.6,Nicolò Barella | Inter | 1920 | 68.0
Vladimír Darida,2021,Hertha BSC,GER-Bundesliga,MF,29.0,1903,Ball Progressor,Box-to-Box Engine,29.2,27.0,2.2,97.8,1,3,Jean-Paul Boëtius | Mainz 05 | 2021 | 73.4,Pablo Piatti | Espanyol | 1718 | 67.5,Daniel Caligiuri | Schalke 04 | 1920 | 67.2,Jóhann Berg Guðmundsson | Burnley | 2324 | 64.8,Marc Albrighton | Leicester City | 1718 | 63.9
Christoph Baumgartner,2021,Hoffenheim,GER-Bundesliga,"MF,FW",20.0,2369,Ball Progressor,Creative Playmaker,37.6,22.9,14.7,85.3,1,2,David Brooks | Bournemouth | 1819 | 87.7,Jacob Ramsey | Aston Villa | 2223 | 85.8,Yeremi Pino | Villarreal | 2122 | 83.7,Ansgar Knauff | Eint Frankfurt | 2324 | 83.4,Brais Méndez | Celta Vigo | 1819 | 82.5
Diadie Samassékou,2021,Hoffenheim,GER-Bundesliga,MF,24.0,2563,Defensive Anchor,Box-to-Box Engine,38.4,24.9,13.5,86.5,0,3,Azor Matusiwa | Reims | 2122 | 91.8,Morten Hjulmand | Lecce | 2223 | 90.4,Djibril Sow | Eint Frankfurt | 2122 | 90.4,Ellyes Skhiri | Köln | 1920 | 90.3,Baptiste Santamaria | Freiburg | 2021 | 90.2
Florian Grillitsch,2021,Hoffenheim,GER-Bundesliga,"MF,DF",24.0,1879,Box-to-Box Engine,Defensive Anchor,34.1,25.2,8.9,91.1,3,0,Gastón Brugman | Parma | 2021 | 79.9,Mahmoud Dahoud | Dortmund | 2021 | 77.6,Ismaël Bennacer | Milan | 2122 | 75.9,Jorginho | Chelsea | 1920 | 75.5,Aurélien Tchouaméni | Monaco | 2122 | 75.2
Sebastian Rudy,2021,Hoffenheim,GER-Bundesliga,"MF,FW",30.0,1678,Ball Progressor,Box-to-Box Engine,30.1,26.6,3.5,96.5,1,3,Christian Eriksen | Manchester Utd | 2425 | 80.8,Tristan Dingomé | Reims | 1819 | 76.2,Jóhann Berg Guðmundsson | Burnley | 2324 | 75.0,Mathias Autret | Auxerre | 2223 | 73.1,Mathias Jensen | Brentford | 2324 | 72.6
Dominick Drexler,2021,Köln,GER-Bundesliga,"MF,FW",30.0,1233,Ball Progressor,Creative Playmaker,31.8,23.8,8.0,92.0,1,2,Leonardo Bittencourt | Werder Bremen | 2223 | 78.9,Riad Nouri | Ajaccio | 2223 | 69.9,Junior Messias | Genoa | 2324 | 68.2,Mario Götze | Eint Frankfurt | 2425 | 68.0,Sergi Canós | Valencia | 2324 | 67.8
Ellyes Skhiri,2021,Köln,GER-Bundesliga,MF,25.0,2785,Defensive Anchor,Box-to-Box Engine,36.7,25.4,11.3,88.7,0,3,Guido Rodríguez | Betis | 2021 | 90.8,Wilfred Ndidi | Leicester City | 1920 | 89.1,Luka Milivojević | Crystal Palace | 1718 | 88.6,Diadie Samassékou | Hoffenheim | 2021 | 88.4,Casemiro | Real Madrid | 2021 | 88.3
Elvis Rexhbeçaj,2021,Köln,GER-Bundesliga,"MF,FW",22.0,1833,Ball Progressor,Defensive Anchor,31.5,28.2,3.3,96.7,1,0,James Ward-Prowse | Southampton | 1819 | 73.1,Mijat Gaćinović | Eint Frankfurt | 1718 | 68.9,Álex Collado | Granada | 2122 | 67.1,Conor Gallagher | Crystal Palace | 2122 | 65.9,Timmy Tillman | Greuther Fürth | 2122 | 64.5
Ismail Jakobs,2021,Köln,GER-Bundesliga,"MF,FW",20.0,1726,Ball Progressor,Defensive Anchor,35.2,24.9,10.3,89.7,1,0,Hicham Boudaoui | Nice | 2122 | 82.4,Yunus Musah | Valencia | 2021 | 81.3,Valery Fernández | Girona | 2223 | 80.3,Brais Méndez | Celta Vigo | 1920 | 78.9,Tete Morente | Elche | 2021 | 78.3
Jonas Hector,2021,Köln,GER-Bundesliga,"MF,FW",30.0,1290,Ball Progressor,Defensive Anchor,28.6,26.4,2.2,97.8,1,0,Raúl García | Athletic Club | 1718 | 80.4,Lee Jae-sung | Mainz 05 | 2122 | 72.2,Adrien Thomasson | Lens | 2223 | 67.5,Philip Billing | Bournemouth | 2324 | 67.0,Juraj Kucka | Parma | 1920 | 65.5
Marius Wolf,2021,Köln,GER-Bundesliga,"MF,DF",25.0,2551,Ball Progressor,Box-to-Box Engine,35.5,23.8,11.7,88.3,1,3,Luis Rioja | Alavés | 2122 | 84.6,Roberto Pereyra | Watford | 1819 | 81.1,Nahitan Nández | Cagliari | 2021 | 79.2,Miguel Almirón | Newcastle Utd | 1920 | 75.9,Moi Gómez | Villarreal | 2021 | 74.6
Salih Özcan,2021,Köln,GER-Bundesliga,MF,22.0,1371,Defensive Anchor,Ball Progressor,33.3,26.3,7.0,93.0,0,1,Joris Chotard | Montpellier | 1920 | 77.4,Lucas Gourna-Douath | Saint-Étienne | 2021 | 76.1,Weston McKennie | Schalke 04 | 1718 | 75.6,Federico Valverde | La Coruña | 1718 | 75.6,Martin Hongla | Hellas Verona | 2223 | 75.2
Charles Aránguiz,2021,Leverkusen,GER-Bundesliga,MF,31.0,1669,Defensive Anchor,Box-to-Box Engine,36.2,28.4,7.8,92.2,0,3,Alberto Aquilani | Las Palmas | 1718 | 89.7,Étienne Didot | Guingamp | 1819 | 87.1,Lucas Leiva | Lazio | 1920 | 86.8,Adrien Silva | Sampdoria | 2021 | 86.2,Christoph Kramer | Gladbach | 2021 | 85.7
Florian Wirtz,2021,Leverkusen,GER-Bundesliga,MF,17.0,2224,Ball Progressor,Creative Playmaker,32.7,27.9,4.8,95.2,1,2,Jakub Jankto | Udinese | 1718 | 79.6,Lee Kang-in | Mallorca | 2223 | 78.5,Aimar Oroz | Osasuna | 2223 | 78.4,Brahim Díaz | Milan | 2122 | 78.0,Pablo Fornals | Villarreal | 1819 | 78.0
Julian Baumgartlinger,2021,Leverkusen,GER-Bundesliga,MF,32.0,1072,Defensive Anchor,Box-to-Box Engine,34.1,26.6,7.5,92.5,0,3,Dani García | Athletic Club | 2223 | 88.9,Mario Suárez | Rayo Vallecano | 1819 | 88.5,Tomás Pina Isla | Alavés | 1920 | 87.9,Javi Fuego | Villarreal | 1718 | 86.5,Leroy Fer | Swansea City | 1718 | 84.6
Kerem Demirbay,2021,Leverkusen,GER-Bundesliga,MF,27.0,1744,Box-to-Box Engine,Creative Playmaker,31.2,26.1,5.1,94.9,3,2,Éver Banega | Sevilla | 1718 | 82.4,Teddy Teuma | Reims | 2324 | 80.4,Toni Kroos | Real Madrid | 1718 | 77.7,Mateo Kovačić | Chelsea | 2122 | 76.7,Dimitri Liénard | Strasbourg | 1920 | 75.4
Nadiem Amiri,2021,Leverkusen,GER-Bundesliga,MF,23.0,1890,Ball Progressor,Creative Playmaker,28.7,28.6,0.1,99.9,1,2,Bersant Celina | Dijon | 2021 | 80.0,Brahim Díaz | Milan | 2122 | 79.7,Óscar Melendo | Espanyol | 1819 | 77.9,Lazar Samardzic | Udinese | 2223 | 72.8,Jeff Reine-Adélaïde | Nice | 2021 | 70.9
Danny Latza,2021,Mainz 05,GER-Bundesliga,MF,30.0,1800,Defensive Anchor,Box-to-Box Engine,34.5,24.9,9.6,90.4,0,3,Aron Gunnarsson | Cardiff City | 1819 | 79.2,Cheikhou Kouyaté | Crystal Palace | 2122 | 78.0,Julian Baumgartlinger | Leverkusen | 1920 | 77.2,Adrien Silva | Sampdoria | 2021 | 76.9,Valon Behrami | Udinese | 1718 | 76.4
Dominik Kohr,2021,Mainz 05,GER-Bundesliga,MF,26.0,1268,Defensive Anchor,Box-to-Box Engine,38.1,24.7,13.4,86.6,0,3,Lukas Lerager | Bordeaux | 1819 | 86.8,Geoffrey Kondogbia | Atlético Madrid | 2223 | 86.3,,Lassana Coulibaly | Angers | 2021 | 86.1,
Jean-Paul Boëtius,2021,Mainz 05,GER-Bundesliga,"MF,FW",26.0,2065,Ball Progressor,Box-to-Box Engine,30.1,25.1,5.0,95.0,1,3,Vladimír Darida | Hertha BSC | 2021 | 73.4,Mathias Jensen | Brentford | 2122 | 72.2,Alex Iwobi | Everton | 2122 | 71.2,Gylfi Sigurðsson | Everton | 1718 | 69.0,Pablo Piatti | Espanyol | 1718 | 62.6
Leandro Barreiro Martins,2021,Mainz 05,GER-Bundesliga,MF,20.0,2303,Defensive Anchor,Ball Progressor,35.2,26.2,9.0,91.0,0,1,Alberto Grassi | SPAL | 1718 | 89.8,Amadou Onana | Everton | 2223 | 86.9,Lamine Fomba | Nîmes | 2021 | 86.7,Nemanja Maksimović | Getafe | 1819 | 84.4,Neil El Aynaoui | Lens | 2324 | 84.1
Amadou Haidara,2021,RB Leipzig,GER-Bundesliga,"MF,FW",22.0,1905,Box-to-Box Engine,Ball Progressor,28.3,28.0,0.3,99.7,3,1,Pedri | Barcelona | 2021 | 69.8,Lorenzo Pellegrini | Roma | 1718 | 65.9,Pierre Lees-Melou | Nice | 1920 | 65.3,Manuel Locatelli | Sassuolo | 1819 | 65.0,Tom Bischof | Hoffenheim | 2425 | 62.8
Dani Olmo,2021,RB Leipzig,GER-Bundesliga,MF,22.0,2194,Creative Playmaker,Ball Progressor,38.3,23.6,14.7,85.3,2,1,Julian Brandt | Leverkusen | 1819 | 91.6,Lovro Majer | Wolfsburg | 2324 | 88.3,Alex Baena | Villarreal | 2324 | 86.7,Ruslan Malinovskyi | Atalanta | 2021 | 86.6,Florian Wirtz | Leverkusen | 2324 | 86.3
Kevin Kampl,2021,RB Leipzig,GER-Bundesliga,MF,29.0,1932,Box-to-Box Engine,Defensive Anchor,34.1,30.3,3.8,96.2,3,0,Julian Baumgartlinger | Leverkusen | 1819 | 82.9,Gabi | Atlético Madrid | 1718 | 82.1,Thiago Mendes | Lyon | 2021 | 81.3,Sergio Busquets | Barcelona | 1920 | 80.4,Nemanja Matić | Manchester Utd | 1819 | 80.1
Marcel Sabitzer,2021,RB Leipzig,GER-Bundesliga,MF,26.0,2026,Box-to-Box Engine,Creative Playmaker,26.9,26.3,0.6,99.4,3,2,Wylan Cyprien | Nice | 1920 | 65.6,Lucas Paquetá | Lyon | 2021 | 64.6,Manuel Lanzini | West Ham | 2122 | 63.9,Hakan Çalhanoğlu | Inter | 2324 | 62.4,Alexis Mac Allister | Brighton | 2223 | 58.7
Tyler Adams,2021,RB Leipzig,GER-Bundesliga,"MF,DF",21.0,1850,Box-to-Box Engine,Defensive Anchor,32.5,29.3,3.2,96.8,3,0,Boubakary Soumaré | Lille | 2021 | 70.4,Rodrigo Bentancur | Juventus | 1819 | 69.4,Ivan Ilić | Hellas Verona | 2021 | 68.2,Pape Matar Sarr | Tottenham | 2324 | 68.0,Florian Grillitsch | Hoffenheim | 1920 | 66.4
Amine Harit,2021,Schalke 04,GER-Bundesliga,"MF,FW",23.0,2101,Creative Playmaker,Ball Progressor,32.6,28.1,4.5,95.5,2,1,Ryan Fraser | Bournemouth | 1920 | 91.7,Allan Saint-Maximin | Monaco | 1718 | 89.3,Raúl Moro | Valladolid | 2425 | 88.0,Bryan Gil | Eibar | 2021 | 87.4,Jordon Ibe | Bournemouth | 1718 | 87.1
Omar Mascarell,2021,Schalke 04,GER-Bundesliga,MF,27.0,1762,Defensive Anchor,Box-to-Box Engine,40.3,23.0,17.3,82.7,0,3,Max Christiansen | Greuther Fürth | 2122 | 91.3,Marcel Büchel | Hellas Verona | 1718 | 91.0,Mikel San José | Athletic Club | 1718 | 90.9,Alberto Grassi | Empoli | 2223 | 90.1,Philipp Bargfrede | Werder Bremen | 1819 | 89.5
Suat Serdar,2021,Schalke 04,GER-Bundesliga,MF,23.0,1953,Defensive Anchor,Ball Progressor,38.3,25.6,12.7,87.3,0,1,Dion Lopy | Reims | 2122 | 86.4,Tom Krauß | Schalke 04 | 2223 | 85.1,Lassana Coulibaly | Salernitana | 2122 | 85.1,Mauro Arambarri | Getafe | 1718 | 84.5,Jessy Deminguet | Caen | 1819 | 83.1
Daniel Didavi,2021,Stuttgart,GER-Bundesliga,"MF,FW",30.0,970,Creative Playmaker,Ball Progressor,35.4,26.9,8.5,91.5,2,1,Thomas Müller | Bayern Munich | 2324 | 89.1,Marco Asensio | Paris S-G | 2324 | 88.9,Nicolas Viola | Cagliari | 2324 | 87.4,Rodrigo | Leeds United | 2021 | 87.1,Pablo Sarabia | Wolves | 2324 | 84.1
Gonzalo Castro,2021,Stuttgart,GER-Bundesliga,MF,33.0,1729,Creative Playmaker,Ball Progressor,34.9,28.0,6.9,93.1,2,1,Joaquín | Betis | 1920 | 94.5,Radja Nainggolan | Inter | 1819 | 89.9,Xabi Prieto | Real Sociedad | 1718 | 89.3,Valter Birsa | Chievo | 1819 | 89.1,Dimitri Payet | Marseille | 1819 | 87.1
Mateo Klimowicz,2021,Stuttgart,GER-Bundesliga,"MF,FW",20.0,1198,Ball Progressor,Creative Playmaker,35.0,23.7,11.3,88.7,1,2,Roland Sallai | Freiburg | 1920 | 87.6,Jens Petter Hauge | Eint Frankfurt | 2122 | 87.4,Daniel Maldini | Monza | 2425 | 87.0,Enrico Brignola | Benevento | 1718 | 84.0,Jacopo Fazzini | Empoli | 2425 | 82.9
