player,season,team,league,role_subgroup,archetype_id,primary_role,primary_role_label,primary_role_description,primary_role_similarity,role_confidence,role_ambiguity,role_profile_type,secondary_archetype_id,secondary_role,secondary_role_label,secondary_role_similarity,role_fit_bucket,primary_label_status,primary_archetype_match,minutes,pos_,age_,archetype_method,archetype_probability,archetype_similarity,progressive_passes_p90,pass_completion_pct,long_pass_completion_pct,passes_final_third_p90,blocks_p90,clearances_p90,interceptions_p90,tackles_p90,tackles_won_p90,aerials_won_p90,aerials_won_pct,duel_index_role,defending_index_role,errors_p90,recoveries_p90,progressive_carries_p90,progressive_receipts_p90,key_passes_p90,sca_p90,gca_p90,gca_live_p90,passes_penalty_area_p90,touches_att_third_p90,touches_box_p90,takeons_attempted_p90,takeons_success_pct,creation_index_role,progression_index_role,xg_p90,shots_p90,sot_p90,g_per_shot,g_per_sot,shot_distance,carries_box_p90,finishing_index_role,primary_archetype_id_calc,secondary_role_description
Ashley Barnes,1920,Burnley,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",60.2,17.4,82.6,Balanced,0,Creator Forward,🧩 Creator Forward,42.7,Hybrid Fit,inferred_v1,True,1352,FW,29.0,PCA+KMeans,48.5,68.5,,,,,,,,,,,,,,,,0.6666666666666666,4.066666666666666,0.3333333333333333,1.6,0.2,0.13333333333333333,,,3.3333333333333335,0.9333333333333333,42.9,0.43066666666666664,1.5666666666666667,0.41,2.6,0.73,0.13,0.45,15.9,0.3333333333333333,1.4946666666666668,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Chris Wood,1920,Burnley,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",33.4,8.4,91.6,Hybrid,0,Creator Forward,🧩 Creator Forward,25.0,Ambiguous Fit,inferred_v1,True,2437,FW,27.0,PCA+KMeans,61.9,71.5,,,,,,,,,,,,,,,,0.4797047970479705,5.904059040590406,0.8118081180811808,1.96,0.15,0.14760147601476015,,,3.874538745387454,0.5166051660516605,42.9,0.6063616236162361,1.8265682656826567,0.58,2.36,1.03,0.2,0.46,10.7,0.22140221402214022,1.6729077490774908,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Jay Rodriguez,1920,Burnley,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",68.0,16.0,84.0,Balanced,0,Creator Forward,🧩 Creator Forward,51.9,Hybrid Fit,inferred_v1,True,2016,FW,30.0,PCA+KMeans,45.4,68.5,,,,,,,,,,,,,,,,1.3839285714285716,5.625,0.26785714285714285,1.43,0.27,0.17857142857142858,,,3.660714285714286,1.7410714285714286,46.2,0.4075714285714286,2.4107142857142856,0.39,2.95,1.16,0.11,0.27,17.6,0.625,1.7041428571428572,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Christian Pulisic,1920,Chelsea,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",29.1,2.9,97.1,Hybrid,0,Creator Forward,🧩 Creator Forward,26.1,Ambiguous Fit,inferred_v1,False,1722,FW,20.0,PCA+KMeans,62.7,78.0,,,,,,,,,,,,,,,,5.602094240837696,9.842931937172773,1.5706806282722512,4.55,0.84,0.41884816753926696,,,6.701570680628271,5.654450261780104,50.9,1.47213612565445,5.143979057591622,0.47,3.29,1.31,0.14,0.36,13.4,2.4607329842931933,2.448314136125654,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Olivier Giroud,1920,Chelsea,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",26.9,2.0,98.0,Hybrid,2,Box Finisher,🎯 Box Finisher,24.9,Ambiguous Fit,inferred_v1,False,993,FW,32.0,PCA+KMeans,42.1,45.4,,,,,,,,,,,,,,,,0.5454545454545454,5.363636363636363,0.7272727272727273,2.17,0.36,0.18181818181818182,,,5.909090909090909,0.36363636363636365,75.0,0.6674545454545454,1.7954545454545454,0.66,3.53,1.72,0.21,0.42,11.5,0.18181818181818182,2.509818181818182,0,"Forward with strong penalty-area presence, close-range finishing and high xG involvement."
Tammy Abraham,1920,Chelsea,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",46.8,10.7,89.3,Hybrid,0,Creator Forward,🧩 Creator Forward,36.0,Ambiguous Fit,inferred_v1,True,2215,FW,21.0,PCA+KMeans,54.0,64.2,,,,,,,,,,,,,,,,1.2601626016260161,5.4471544715447155,0.8536585365853658,2.32,0.37,0.16260162601626016,,,5.934959349593496,1.4227642276422763,45.7,0.7547317073170732,2.1951219512195124,0.67,3.58,1.42,0.17,0.43,11.6,0.4065040650406504,2.442991869918699,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Christian Benteke,1920,Crystal Palace,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",15.8,0.2,99.8,Hybrid,0,Creator Forward,🧩 Creator Forward,15.6,Ambiguous Fit,inferred_v1,False,1261,FW,28.0,PCA+KMeans,12.8,40.4,,,,,,,,,,,,,,,,1.5714285714285714,5.642857142857143,1.3571428571428572,3.0,0.43,0.42857142857142855,,,5.785714285714286,1.6428571428571428,82.6,1.0094285714285713,2.571428571428571,0.36,2.93,1.36,0.05,0.11,13.2,0.7142857142857143,2.115142857142857,1,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Jordan Ayew,1920,Crystal Palace,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",31.9,3.5,96.5,Hybrid,0,Creator Forward,🧩 Creator Forward,28.4,Ambiguous Fit,inferred_v1,False,3148,FW,27.0,PCA+KMeans,11.8,64.1,,,,,,,,,,,,,,,,2.2,5.257142857142857,0.8571428571428571,2.32,0.23,0.08571428571428572,,,3.5142857142857142,3.342857142857143,62.4,0.7074285714285714,2.564285714285714,0.21,1.66,0.69,0.16,0.38,14.8,0.7142857142857143,1.266857142857143,1,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Dominic Calvert-Lewin,1920,Everton,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",31.1,5.8,94.2,Hybrid,0,Creator Forward,🧩 Creator Forward,25.3,Ambiguous Fit,inferred_v1,True,2626,FW,22.0,PCA+KMeans,62.9,73.4,,,,,,,,,,,,,,,,1.36986301369863,5.342465753424658,0.5136986301369864,1.92,0.07,0.0684931506849315,,,4.589041095890411,0.9246575342465754,51.9,0.5167397260273973,2.3715753424657535,0.52,2.91,1.3,0.15,0.34,12.9,0.547945205479452,1.9538082191780823,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Jamie Vardy,1920,Leicester City,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",33.3,6.8,93.2,Hybrid,0,Creator Forward,🧩 Creator Forward,26.6,Ambiguous Fit,inferred_v1,True,3033,FW,32.0,PCA+KMeans,61.6,72.4,,,,,,,,,,,,,,,,1.8100890207715132,5.9347181008902075,0.9198813056379821,2.08,0.36,0.20771513353115725,,,4.985163204747774,1.3946587537091988,48.9,0.7379762611275964,2.351632047477745,0.57,2.49,1.1,0.23,0.51,13.1,1.1275964391691393,1.9650326409495549,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Kelechi Iheanacho,1920,Leicester City,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",44.3,1.4,98.6,Hybrid,0,Creator Forward,🧩 Creator Forward,42.9,Ambiguous Fit,inferred_v1,False,960,FW,22.0,PCA+KMeans,20.0,73.4,,,,,,,,,,,,,,,,2.0560747663551404,8.224299065420562,1.4018691588785048,3.47,0.47,0.1869158878504673,,,6.728971962616823,2.5233644859813085,59.3,1.1723738317757009,3.5280373831775704,0.56,3.38,1.87,0.14,0.25,15.4,0.9345794392523366,2.6017943925233644,1,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Mohamed Salah,1920,Liverpool,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",43.4,2.6,97.4,Hybrid,2,Box Finisher,🎯 Box Finisher,40.9,Ambiguous Fit,inferred_v1,True,2876,FW,27.0,PCA+KMeans,49.0,71.9,,,,,,,,,,,,,,,,3.28125,10.84375,1.875,4.26,0.47,0.28125,,,9.09375,2.59375,60.2,1.433,4.5625,0.59,4.04,1.75,0.12,0.29,15.0,2.25,3.2127499999999998,0,"Forward with strong penalty-area presence, close-range finishing and high xG involvement."
Roberto Firmino,1920,Liverpool,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",64.2,7.7,92.3,Hybrid,2,Box Finisher,🎯 Box Finisher,56.5,Hybrid Fit,inferred_v1,True,2988,FW,27.0,PCA+KMeans,37.7,78.6,,,,,,,,,,,,,,,,2.710843373493976,6.566265060240963,1.5662650602409638,3.43,0.6,0.48192771084337344,,,6.355421686746987,2.710843373493976,57.8,1.2072530120481928,3.712349397590361,0.42,2.98,1.14,0.09,0.24,13.7,1.0542168674698795,2.233084337349397,0,"Forward with strong penalty-area presence, close-range finishing and high xG involvement."
Sadio Mané,1920,Liverpool,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",30.1,0.4,99.6,Hybrid,0,Creator Forward,🧩 Creator Forward,29.8,Ambiguous Fit,inferred_v1,False,2747,FW,27.0,PCA+KMeans,57.3,79.5,,,,,,,,,,,,,,,,5.213114754098361,9.37704918032787,1.9344262295081966,3.73,0.52,0.29508196721311475,,,6.590163934426229,3.6065573770491803,62.7,1.3268852459016394,5.245901639344263,0.43,2.52,1.18,0.23,0.5,13.5,2.0327868852459017,2.2620327868852455,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Gabriel Jesus,1920,Manchester City,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",25.8,1.5,98.5,Hybrid,1,Mobile Forward,⚡ Mobile Forward,24.3,Ambiguous Fit,inferred_v1,True,2030,FW,22.0,PCA+KMeans,21.4,62.0,,,,,,,,,,,,,,,,2.433628318584071,8.982300884955752,1.415929203539823,3.24,0.49,0.35398230088495575,,,7.566371681415928,2.654867256637168,75.0,1.1191858407079647,3.495575221238938,0.81,4.43,2.0,0.14,0.31,11.6,1.2831858407079646,3.0852743362831854,0,"Forward who combines finishing with carrying, take-ons and attacking movement across zones."
Raheem Sterling,1920,Manchester City,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",59.0,7.9,92.1,Hybrid,2,Box Finisher,🎯 Box Finisher,51.1,Ambiguous Fit,inferred_v1,True,2651,FW,24.0,PCA+KMeans,43.5,63.4,,,,,,,,,,,,,,,,5.11864406779661,14.542372881355933,1.6271186440677967,4.24,0.41,0.2033898305084746,,,9.186440677966102,3.6271186440677967,52.3,1.3034237288135595,6.008474576271187,0.62,3.29,1.22,0.21,0.56,14.0,3.0847457627118646,2.9992881355932206,0,"Forward with strong penalty-area presence, close-range finishing and high xG involvement."
Sergio Agüero,1920,Manchester City,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",24.0,2.0,98.0,Hybrid,0,Creator Forward,🧩 Creator Forward,22.0,Ambiguous Fit,inferred_v1,False,1452,FW,31.0,PCA+KMeans,5.0,58.3,,,,,,,,,,,,,,,,2.1739130434782608,6.521739130434782,1.1180124223602483,3.53,0.43,0.18633540372670807,,,8.136645962732919,2.484472049689441,60.0,1.0816024844720495,2.9347826086956523,0.9,4.52,1.49,0.19,0.58,13.7,1.4285714285714284,3.2073291925465837,1,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Anthony Martial,1920,Manchester Utd,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",66.7,1.4,98.6,Hybrid,2,Box Finisher,🎯 Box Finisher,65.3,Hybrid Fit,inferred_v1,True,2624,FW,23.0,PCA+KMeans,42.8,79.0,,,,,,,,,,,,,,,,2.6027397260273974,9.417808219178083,1.0273972602739727,3.43,0.69,0.4794520547945206,,,5.376712328767123,3.3219178082191783,51.5,1.1014794520547944,4.023972602739726,0.41,2.71,1.3,0.22,0.45,16.5,1.5410958904109588,2.0753424657534247,0,"Forward with strong penalty-area presence, close-range finishing and high xG involvement."
Daniel James,1920,Manchester Utd,ENG-Premier League,ATT_CF,1,Mobile Forward,⚡ Mobile Forward,"Forward who combines finishing with carrying, take-ons and attacking movement across zones.",49.7,6.7,93.3,Hybrid,0,Creator Forward,🧩 Creator Forward,43.0,Ambiguous Fit,inferred_v1,True,2287,FW,21.0,PCA+KMeans,19.3,54.0,,,,,,,,,,,,,,,,5.511811023622047,10.354330708661418,1.0236220472440944,2.79,0.35,0.31496062992125984,,,3.3858267716535435,2.440944881889764,43.5,0.9107244094488187,4.891732283464567,0.12,1.65,0.79,0.07,0.15,17.3,1.6929133858267718,1.2131653543307086,1,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Marcus Rashford,1920,Manchester Utd,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",40.4,4.2,95.8,Hybrid,0,Creator Forward,🧩 Creator Forward,36.1,Ambiguous Fit,inferred_v1,False,2643,FW,21.0,PCA+KMeans,55.8,82.6,,,,,,,,,,,,,,,,3.5714285714285716,8.503401360544219,1.1224489795918369,3.23,0.65,0.40816326530612246,,,5.170068027210885,4.149659863945579,49.2,1.0824897959183675,4.481292517006803,0.65,2.96,1.26,0.13,0.3,19.7,1.6666666666666667,2.124013605442177,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Mason Greenwood,1920,Manchester Utd,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",33.6,1.6,98.4,Hybrid,0,Creator Forward,🧩 Creator Forward,32.0,Ambiguous Fit,inferred_v1,False,1320,FW,17.0,PCA+KMeans,18.5,52.5,,,,,,,,,,,,,,,,2.17687074829932,7.891156462585035,0.9523809523809524,2.73,0.41,0.40816326530612246,,,3.9455782312925174,2.17687074829932,65.6,0.8464761904761906,3.4523809523809526,0.2,2.66,1.36,0.26,0.5,17.0,1.1564625850340136,1.7691156462585034,1,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Joelinton,1920,Newcastle Utd,ENG-Premier League,ATT_CF,1,Mobile Forward,⚡ Mobile Forward,"Forward who combines finishing with carrying, take-ons and attacking movement across zones.",71.3,3.9,96.1,Hybrid,2,Box Finisher,🎯 Box Finisher,67.4,Good Fit,inferred_v1,True,2683,FW,22.0,PCA+KMeans,34.6,71.7,,,,,,,,,,,,,,,,1.5771812080536913,4.4630872483221475,1.006711409395973,2.38,0.17,0.16778523489932887,,,3.1543624161073827,2.684563758389262,51.3,0.7453422818791946,2.298657718120805,0.18,1.68,0.5,0.04,0.13,14.9,0.87248322147651,1.1168724832214765,1,"Forward with strong penalty-area presence, close-range finishing and high xG involvement."
Teemu Pukki,1920,Norwich City,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",32.1,4.8,95.2,Hybrid,0,Creator Forward,🧩 Creator Forward,27.3,Ambiguous Fit,inferred_v1,True,2886,FW,29.0,PCA+KMeans,61.1,79.8,,,,,,,,,,,,,,,,1.4330218068535825,6.043613707165108,0.9345794392523364,1.96,0.12,0.12461059190031153,,,4.859813084112149,1.3395638629283488,55.8,0.6449158878504673,2.1261682242990654,0.35,2.43,1.03,0.12,0.27,15.5,1.0903426791277258,1.8019626168224299,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Billy Sharp,1920,Sheffield Utd,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",28.9,1.4,98.6,Hybrid,1,Mobile Forward,⚡ Mobile Forward,27.5,Ambiguous Fit,inferred_v1,False,1051,FW,33.0,PCA+KMeans,25.9,52.5,,,,,,,,,,,,,,,,1.5384615384615385,9.05982905982906,1.1965811965811965,2.65,0.17,0.17094017094017094,,,4.700854700854701,1.8803418803418805,72.7,0.8753162393162393,3.183760683760684,0.33,1.37,0.6,0.19,0.43,9.6,0.5982905982905983,1.4521709401709402,0,"Forward who combines finishing with carrying, take-ons and attacking movement across zones."
David McGoldrick,1920,Sheffield Utd,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",30.0,2.7,97.3,Hybrid,0,Creator Forward,🧩 Creator Forward,27.2,Ambiguous Fit,inferred_v1,False,1815,FW,31.0,PCA+KMeans,12.5,59.9,,,,,,,,,,,,,,,,1.4356435643564356,6.3861386138613865,0.8415841584158417,2.08,0.3,0.19801980198019803,,,3.1683168316831685,2.376237623762376,64.6,0.6883168316831683,2.846534653465347,0.4,2.28,0.99,0.04,0.1,14.5,0.39603960396039606,1.3876633663366336,1,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Lys Mousset,1920,Sheffield Utd,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",41.2,4.1,95.9,Hybrid,1,Mobile Forward,⚡ Mobile Forward,37.1,Ambiguous Fit,inferred_v1,False,1240,FW,23.0,PCA+KMeans,36.8,56.6,,,,,,,,,,,,,,,,2.1739130434782608,6.739130434782608,0.8695652173913043,2.1,0.29,0.21739130434782608,,,5.579710144927536,2.971014492753623,68.3,0.7559130434782608,2.608695652173913,0.4,2.69,0.65,0.16,0.67,16.2,1.2318840579710144,1.9519420289855074,0,"Forward who combines finishing with carrying, take-ons and attacking movement across zones."
Oliver McBurnie,1920,Sheffield Utd,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",65.0,14.7,85.3,Balanced,0,Creator Forward,🧩 Creator Forward,50.4,Hybrid Fit,inferred_v1,True,2113,FW,23.0,PCA+KMeans,45.4,63.6,,,,,,,,,,,,,,,,1.1063829787234043,4.638297872340425,0.425531914893617,1.32,0.09,0.0,,,4.553191489361702,1.872340425531915,50.0,0.37710638297872345,2.457446808510638,0.33,2.13,1.02,0.12,0.25,10.3,0.3404255319148936,1.6586382978723404,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Che Adams,1920,Southampton,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",33.7,3.9,96.1,Hybrid,1,Mobile Forward,⚡ Mobile Forward,29.8,Ambiguous Fit,inferred_v1,False,1111,FW,23.0,PCA+KMeans,40.7,64.5,,,,,,,,,,,,,,,,1.6260162601626016,7.073170731707316,1.056910569105691,2.35,0.49,0.24390243902439024,,,4.878048780487805,2.0325203252032518,72.0,0.8393821138211383,2.6829268292682924,0.43,2.92,0.73,0.11,0.44,15.2,0.8130081300813008,1.8556097560975608,0,"Forward who combines finishing with carrying, take-ons and attacking movement across zones."
Danny Ings,1920,Southampton,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",75.0,1.2,98.8,Hybrid,1,Mobile Forward,⚡ Mobile Forward,73.7,Good Fit,inferred_v1,False,2804,FW,27.0,PCA+KMeans,32.8,60.2,,,,,,,,,,,,,,,,1.6025641025641026,6.217948717948718,1.1217948717948718,3.21,0.48,0.19230769230769232,,,5.288461538461538,3.108974358974359,49.5,0.9923589743589745,2.8605769230769234,0.52,2.92,1.12,0.23,0.6,13.9,0.8333333333333334,2.1116923076923078,0,"Forward who combines finishing with carrying, take-ons and attacking movement across zones."
Shane Long,1920,Southampton,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",61.4,0.7,99.3,Hybrid,2,Box Finisher,🎯 Box Finisher,60.6,Hybrid Fit,inferred_v1,False,1395,FW,32.0,PCA+KMeans,30.5,65.0,,,,,,,,,,,,,,,,1.4838709677419355,6.774193548387097,1.2903225806451613,2.26,0.19,0.06451612903225806,,,4.32258064516129,0.8387096774193549,46.2,0.8040645161290323,2.661290322580645,0.31,2.13,0.84,0.06,0.15,11.3,0.5161290322580645,1.546516129032258,1,"Forward with strong penalty-area presence, close-range finishing and high xG involvement."
